Battery Information - Sr.No. : 0, Type : 1, Capacity : 10000
Time(UTC),          Lat(DEG),    Lon(DEG) ,     Alt(M),    GeoidSep,Phase,   std-Lat,std-Lon,std-alt,PDOP, NumSat,CNO(dbHZ),Volt(mV),Temp(°C)
2019/01/20 17:29:41.000000, 2000/00/00 00:00:00.000000, 56.986689661,-111.062504912,484.0,    -25.60,     0.00,  1.70,  1.80,    2.50,  2.56, 09,    36,       00000,   0.00
2019/01/20 17:38:48.000000, 2000/00/00 00:00:00.000000, 56.986692250,-111.062512851,485.5,    -25.60,     0.06,  1.60,  1.50,    2.40,  1.27, 12,    37,       16540,   -13.06
2019/01/20 17:41:48.000000, 2000/00/00 00:00:00.000000, 56.986683125,-111.062500194,484.3,    -25.60,    -0.49,  1.60,  1.20,    2.60,  1.82, 12,    38,       16547,   -13.00
2019/01/20 17:46:56.000000, 2000/00/00 00:00:00.000000, 56.986678774,-111.062502955,485.0,    -25.60,     1.46,  1.70,  1.40,    2.50,  1.55, 12,    35,       16555,   -12.81
2019/01/20 17:54:01.000000, 2000/00/00 00:00:00.000000, 56.986657174,-111.062503232,481.8,    -25.60,    -1.34,  1.90,  1.50,    3.10,  1.69, 12,    35,       16555,   -12.81
2019/01/20 18:01:05.000000, 2000/00/00 00:00:00.000000, 56.986692569,-111.062514185,486.7,    -25.60,     1.22,  2.10,  1.20,    3.30,  1.44, 12,    37,       16562,   -12.69
2019/01/20 18:08:11.000000, 2000/00/00 00:00:00.000000, 56.986699604,-111.062511060,488.1,    -25.60,    -1.22,  2.20,  1.30,    3.30,  1.99, 11,    35,       16564,   -12.63
2019/01/20 18:15:15.000000, 2000/00/00 00:00:00.000000, 56.986689795,-111.062502678,483.5,    -25.60,    -1.28,  2.10,  1.30,    3.30,  2.00, 11,    36,       16565,   -12.44
2019/01/20 18:22:20.000000, 2000/00/00 00:00:00.000000, 56.986680120,-111.062495574,485.0,    -25.60,    -1.22,  1.90,  1.20,    2.40,  1.35, 11,    36,       16567,   -12.31
2019/01/20 18:29:25.000000, 2000/00/00 00:00:00.000000, 56.986694368,-111.062498941,486.0,    -25.60,    -1.22,  2.80,  1.70,    3.70,  1.36, 11,    35,       16567,   -12.25
2019/01/20 18:36:31.000000, 2000/00/00 00:00:00.000000, 56.986729947,-111.062502524,485.8,    -25.60,    -1.22,  2.30,  1.20,    2.10,  1.39, 11,    36,       16567,   -12.13
2019/01/20 18:43:35.000000, 2000/00/00 00:00:00.000000, 56.986681759,-111.062500202,484.9,    -25.60,     1.22,  2.80,  1.30,    2.30,  1.48, 11,    36,       16565,   -12.06
2019/01/20 18:50:39.000000, 2000/00/00 00:00:00.000000, 56.986700691,-111.062494032,486.7,    -25.60,    -1.04,  1.90,  1.10,    1.90,  1.49, 10,    37,       16565,   -11.88
2019/01/20 18:57:46.000000, 2000/00/00 00:00:00.000000, 56.986720959,-111.062530381,485.2,    -25.60,     1.28,  3.00,  1.30,    2.40,  1.49, 10,    35,       16565,   -11.81
2019/01/20 19:04:54.000000, 2000/00/00 00:00:00.000000, 56.986691965,-111.062505208,486.9,    -25.60,    -1.22,  1.80,  1.20,    2.30,  1.59, 10,    38,       16565,   -11.63
2019/01/20 19:11:59.000000, 2000/00/00 00:00:00.000000, 56.986695828,-111.062507786,486.8,    -25.60,     1.28,  1.70,  1.40,    2.60,  1.25, 12,    36,       16565,   -11.56
2019/01/20 19:19:06.000000, 2000/00/00 00:00:00.000000, 56.986685843,-111.062514793,488.0,    -25.60,     1.53,  1.30,  1.20,    2.00,  1.33, 11,    37,       16565,   -11.50
2019/01/20 19:26:14.000000, 2000/00/00 00:00:00.000000, 56.986702183,-111.062526549,482.4,    -25.60,    -3.48,  1.40,  1.20,    2.70,  1.80, 10,    36,       16565,   -11.31
